filename;image_name;class;class_index;description;description_1;description_2;description_3;description_4;description_5;description_6;description_7;description_8;description_9;description_10
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\2745;CN_type_2745_cn_coin_20500_p_merged.jpg;2745;48;"Head of Hermes, right, wearing petasus."",""Goat standing right, in incuse square.";"""Face of Hermes depicted to the right, donning a petasus"",""A goat positioned to the right, within an indented square.""";"""Profile of Hermes' head to the right, adorned with a petasus,"" ""A goat positioned to the right, within a square indentation.""";"""Face of Hermes depicted to the right, adorned with a petasus."",""A goat is presented standing to the right, set within an indented square.""";"""Face of Hermes, to the right, adorned with a petasus."", ""A goat is depicted standing to the right, encased in a recessed square.""";"""Profile of Hermes facing right, adorned with a petasus."",""In an incuse square, a goat is positioned standing towards the right.""";"""Right profile of Hermes depicted, adorned with a petasus."",""A goat is portrayed standing to the right, encased within an incuse square.""";"""Facing right, the visage of Hermes adorned with a petasus."",""In an incuse square, a goat stands facing right.""";"""Hermes' face is depicted to the right, donned with a petasus."",""An image of a goat, poised to the right, inside a recessed square.""";"""Profile of Hermes, facing right, adorned in a petasus."",""A goat positioned towards the right, encompassed by an indented square.""";"""Face of Hermes, oriented to the right, donned in a petasus."",""Goat posed upright facing right, within an embossed square."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\2794;CN_type_2794_BNF_Platzhalter_cn_coin_11155_o_merged.jpg;2794;49;"Head of Hermes, right, wearing petasus with dotted brim and button top."",""Goat standing right right below, beard caduceus all within incuse square. Ground line.";"""Frontside displays the profile of Hermes adorned in a petasus with intricate dotted rim and topped with a button  his image is to the right."",""Positioned below is a goat in a posture facing right, beneath which is a caduceus and beard, all framed within an indented square that sits on a base line.""";"""Depiction of Hermes' head, facing right, adorned with a petasus featuring a dotted rim and knobbed pinnacle. Directly below, there's a goat oriented right, accompanied by a beard caduceus. All surrounded by a square with an incuse design, set above a base line.""";"""The visage of Hermes is depicted to the right, donning a petasus with a dotted trim and button on top. Underneath, a goat stands to the right, alongside a bearded caduceus, all surrounded by a shallow square incuse. A baseline is also present.""";"""Depiction of Hermes' profile to the right, featuring a petasus with a button top and spotted brim. Below, a goat upright and facing to the right, accompanied by a caduceus and beard within an indentation of a squared boundary. A baseline adds detail.""";"""This coin features the visage of Hermes facing right, donned in a petasus hat with a button detail and a dotted edge. Underneath, a goat is depicted standing towards the right, a caduceus and a beard are visible. All of these details are encased in an incuse square design, which sits above a line that represents the ground.""";"""Facing right, Hermes' head is portrayed wearing a petasus with a dotted brim and a button-like top. Featured beneath is a goat, also facing right, with a caduceus and beard displayed within an incuse square. A ground line is present.""";"""Depicting the face of Hermes to the right, donned in a petasus with a dotted rim and button peak. A goat is illustrated standing to the right beneath the petasus, along with a bearded caduceus, all encased within an indented square. The image is set above a horizontal line.""";"""Hermes' profile, facing right, adorned with a petasus featuring a dotted brim and a buttoned peak. Below, a goat is present, standing towards the right, accompanied by a bearded caduceus all encased in an embossed square. The scene is set on a ground line.""";"""Profile of Hermes' head, to the right, adorned with a petasus featuring a dotted brim and buttoned top."", ""A goat is shown standing to the right beneath it, complemented by a bearded caduceus, all framed within an incuse square. It rests on a ground line.""";"""Depiction of Hermes' forehead, to the right, donned in a petasus featuring a dotted edge and a buttoned peak. Beneath, there's a right-aligned standing goat with a beard and a caduceus situated within a square incuse setting. The setting has a clearly defined baseline."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\285;CN_type_285_BNF_Platzhalter_cn_coin_12687_o_merged.jpg;285;50;"Crested Corinthian helmet facing."",""Radiate wheel with four spokes containing Ethnic.";"""Front-facing Corinthian helmet with a crest,"" ""Four-spoked wheel radiant with Ethnic inscription.""";"""This is a detailed depiction of a decorated Corinthian helmet in a facing direction along with a radiant four-spoked wheel encompassing Ethnic symbols.""";"""Corinthian helmet featuring a crest facing forward,"" ""Four-spoked radiant wheel encompassing an Ethnic element.""";"""A Corinthian helmet with a crest depicted head-on,"" ""Four-spoked radiate wheel encapsulating an Ethnic symbol.""";The coin depicts a Corinthian helmet with a crest, facing forward. On the flip side, it has a radiating wheel design with four spokes enclosing an ethnic symbol.;"""Corinthian helmet with a crest facing front"",""Four-spoked wheel with ethnic elements, glowing from the center.""";"""Facing Corinthian helmet with a crest,"" ""Four-spoked wheel radiating with ethnicity contained within.""";"""Facing Corinthian helmet with a crest,"" ""Four-spoked wheel featuring ethnic symbols with radiant design.""";"""Corinthian helmet with a crest facing forward. Four-spoked radiate wheel encompassing Ethnic.""";"""Facing Corinthian helmet with a crest,"" ""Four-spoked ethnic wheel featuring radiate design."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\325;CN_type_325_BNF_Platzhalter_cn_coin_12706_o_merged.jpg;325;51;"Head of an amazon, right."",""Athena (Alkis) advancing left, holding spear in raised right hand and shield in left hand.";"""This coin depicts the face of an Amazon, oriented to the right. On the other side, Athena, also known as Alkis, is shown progressing towards the left, armed with a spear in her uplifted right hand, and a shield in her left hand.""";"""Profile of an Amazonian leader, facing right."",""Goddess Athena (Alkis) marching towards the left, right hand aloft clutching a spear and left hand bearing a shield.""";"""Face of an Amazon, oriented to the right."", ""Athena (Alkis) progressing to the left, with spear elevated in right hand and shield in her left hand.""";"""An Amazon's face, oriented to the right."" ""Alkis, recognized as Athena, journeying towards the left, brandishing a spear in her elevated right hand, and carrying a shield with her left hand.""";"""Right-facing Amazon's head,"" ""Alkis's Athena strides to the left, her right hand lofted with a spear and a shield in her left hand.""";"""Depiction of an Amazon's face, facing right."",""Alkis (Athena), stepping forward to the left, carrying a spear in her uplifted right hand and a shield in her left hand."".";"""Portrait of an Amazon, facing right"", ""A progressing Athena (Alkis) on the left, brandishing a spear in her elevated right hand and carrying a shield in her left hand.""";"""Depiction of an Amazon's face, turned right"", ""Alkis Athena advancing to the left, grasping a spear in the uplifted right hand and shield in the left hand.""";"""Depiction of an Amazon's head, facing right."", ""Alkis Athena striding towards the left, brandishing a spear with her elevated right hand, while carrying a shield in her left hand.""";"""Portrait of an Amazon, facing right"", ""Alkis Athena striding left, carrying a spear in her elevated right hand and a shield in her left hand."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\3314;CN_type_3314_BNF_311_cn_coin_1330_o_merged.jpg;3314;52;"Bull standing left on dolphin, left, raising right forehoof."",""Incuse square of mill-sail pattern, roughened or dotted ground.";"""Dolphin supporting a bull standing to the left with its right forehoof elevated."" ""A coarse or dotted surface within a square featuring an incuse design of a windmill sail style.""";"""Bovine figure poised on left side atop a dolphin, its right front hoof lifted."", ""Indented square featuring a windmill-like pattern, with a textured or speckled foundation.""";"""Dolphin supporting a bull on its left, where the bull's right forehoof is lifted,"" ""Rough or dotted terrain in an indented square, designed in the pattern of a mill-sail.""";"""A bovine figure positioned to the left atop a dolphin, lifting its right front hoof. An incuse square follows with a pattern akin to a mill-sail on a background with either textured or dotted characteristics.""";"""A bull poised on a dolphin, oriented to the left, lifts its right forefoot. An embossed square depicting a windmill's sail-like design is presented on a background that's textured or speckled.""";"""Dolphin underneath a bull standing to the left, with its right hoof lifted."", ""Dotted or rough textured ground within a square with a design resembling a windmill's sail."".";"""A dolphin supports a bull standing to the left, as it lifts its right forehoof. An incuse square depicting a mill-sail pattern is featured, with a textured or speckled base.""";The coin features an image of a bull, poised on a dolphin to the left, its right foreleg lifted up. The design embedded on the reverse side is an incuse square with a mill-sail pattern, set against a textured or stippled background.;"""A bovine figure perched on a dolphin to the left, hoisting its right front hoof."" ""A crude or dotted foundation in a quadrilateral design, akin to a mill-sail pattern.""";"""Bovine figure positioned to the left atop a dolphin with right hoof raised,"".""Rough or dotted surface within an indented square, following a windmill sail design."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\3987;CN_type_3987_BNF_310_cn_coin_110_o_merged.jpg;3987;53;"Bull standing left on dolphin, left, raising right forehoof."",""Incuse square of mill-sail pattern, roughened or dotted ground.";"""A dolphin supports a standing bull leaning to the left, its right forehoof elevated. A mill-sail pattern fills an incuse square while the background is either roughened or dotted.""";"""A bull is depicted on the left, standing atop a dolphin, its right forehoof elevated. An incuse square with a pattern resembling a mill-sail, set against a roughly textured or dotted backdrop.""";"""Dolphin situated under a bull standing to the left, lifting its right foreleg."", ""A gridded square of windmill pattern, textured or pointillized base.""";"""Dolphin supporting a bull on the left, lifting its right front leg."" ""A square in an incuse style with a mill-sail design, adorned with a dotted or textured base.""";"""A bull poised on a dolphin, standing towards the left, with its right forehoof lifted. An incuse square featuring a mill-sail pattern, against a mottled or speckled background.""";"""A bull, poised on a dolphin to the left, raises its right front hoof. An indented square displaying a windmill-like pattern is present alongside a dotted or textured surface.""";"""An upright bull positioned on the left on a dolphin, is depicted with its right hoof lifted,"" ""Square imprint with a windmill-like design, textured or speckled background.""";"""Dolphin underneath a left-facing bull that is lifting its right front hoof,"" ""Square imprint with a cogwheel design, featuring a textured or dotted base.""";"""Bovine figure positioned on the left atop a dolphin, elevating its right front appendage."",""Square indentation featuring a crude or stippled base resembling a windmill pattern.""";"""A bovine figure poised on a dolphin to the left, elevating its right forelimb. In contrast, the secondary side features a crude or dotted ground impression within a mill-sail pattern inscribed in an indented square."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\4692;CN_type_4692_BNF_41767781_cn_coin_23184_o_merged.jpg;4692;54;"Tetrastyle temple on crepidoma within Augustus and Roma standing."",""Tetrastyle temple on crepidoma within enthroned Zeus and Trajan.";"""Quad-columned temple on pedestal featuring Augustus and Roma standing,"" ""Quad-columned temple on pedestal featuring enthroned Zeus and Trajan.""";"""Quadruple-columned temple on a stepped base, housing Augustus and Roma in standing pose,"" ""Quadruple-pillared temple on a stepped platform, featuring the seated figures of Zeus and Trajan.""";"""A four-columned temple on a platform, inside which Augustus and Roma stand"" and ""A four-columned temple on a platform, within which Zeus and Trajan are seated.""";"""Quadrilateral columned temple on a stepped base with Augustus and Roma depicted standing,"" or ""Quadruple-columned temple on a platform base featuring Zeus and Trajan sitting on thrones.""";"""Four-pillared temple on a platform with Augustus and Roma standing inside,"" ""Four-columned temple on base featuring an enthroned Zeus and Trajan.""";"""Quadrilateral columned temple on a stepped base showcasing Augustus and Roma in a standing position"", ""Quadrilateral columned temple on a stepped base showcasing enthroned Zeus and Trajan.""";"""Four-columned temple on a platform featuring Augustus and Roma in a standing posture"" and ""Four-pillared temple on a base with Zeus seated on a throne and Trajan"".";"This is a portrayal of an ancient coin: ""Quadruple-columned temple positioned on a crepidoma, featuring standing images of Augustus and Roma,"" ""Within the same temple, seated depictions of Zeus and Trajan are seen.""";"""Four-columned temple on a platform, encompassing Augustus and Roma standing, as well as an enthroned Zeus with Trajan existing within.""";"""A four-columned temple on a platform features Augustus and Roma standing, as well as Zeus enthroned and Trajan."" Another formulation could be: ""Augustus and Roma are standing in a quadripartite temple on a base platform, alongside a seated Zeus and Trajan."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\4719;CN_type_4719_BNF_41767791_cn_coin_23194_o_merged.jpg;4719;55;"Laureate bust of Hadrian, right, wearing cuirass and paludamentum."",""Asclepius standing facing, head left, holding serpent staff in right hand.";"""Crowned figure of Hadrian to the right, donning a body armor and cloak,"" ""Asclepius stands with a forward pose, facing left, with a serpent staff held in his right hand.""";"""Head of Hadrian adorned with laurels in profile to the right, donned in cuirass and paludamentum."", ""Asclepius in upright position facing forward, his head turned to the left, holding his serpent staff with his right hand.""";"""Crowned portrait of Hadrian, right-oriented, donned in breastplate and military cloak."" ""Asclepius on his feet, facing forward, positioned his head leftwards, grasping a serpent rod in his right hand.""";"""Crowned portrait of Hadrian, facing right, adorned in armor and military cloak."",""Asclepius stands face on, head turned left, with a serpent staff in his right hand.""";"""This coin features the crowned image of Hadrian, positioned to the right, adorned in a breastplate and cloak. On the flipside, Asclepius can be seen standing in a confronting position, his gaze turned left, grasping a serpent-entwined staff in his right hand.""";"""Bust of Hadrian with laurel wreath, facing right, outfitted in military vest and paludamentum,"" ""Asclepius stands facing the viewer, his gaze turned left, with his serpent staff firmly grasped in his right hand.""";"""Laureate head of Hadrian, positioned to the right, donned in cuirass and paludamentum."", ""Asclepius is upright, facing forward, his head turned to the left, clutching a serpent staff in his right hand.""";"""Embellished bust of Hadrian facing right, adorned in breastplate and cloak,"" ""Asclepius stands presenting frontal view, his gaze directed left, grasping a serpentine staff in his right hand.""";"""Hadrian is depicted with a laurel wreathed bust, donned in cuirass and paludamentum, facing the right. Asclepius stands opposite, his gaze turned left, clutching his distinctive serpent staff in his right hand.""";"""A garlanded depiction of Hadrian, facing right, attired in breastplate and military cloak,"" ""Asclepius stands forward-facing, with his head oriented left, clutching a serpent-entwined staff in his right hand."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\4911;CN_type_4911_BNF_41843147_cn_coin_26166_o_merged.jpg;4911;56;"Bearded head three quarter facing right, in triple-crested helmet."",""Infant Dionysos kneeling right, bunch of grapes in right hand.";"""Right-facing portrait of a bearded figure wearing a three-ridged helmet,"" ""Dionysos as a child, positioned right, holding a cluster of grapes in his right hand.""";"""Three-quarter profile of bearded head facing right, adorned with a triple-crested helmet."",""Infant representation of Dionysos kneeling towards the right, holding a cluster of grapes in his right hand.""";"""Right-facing profile of a bearded figure adorned with a triple-crested helmet,"" ""Dionysos as a child kneeling towards the right, clutching a cluster of grapes in his right hand.""";"""Triple-crested helmet harboring a right-facing bearded head, depicted three quarter."",""Dionysos as a child, positioned on his right knee, clutching a grape cluster in his right hand.""";"""Three-quarter facing right portrait of a bearded figure, outfitted in a helmet with three crest points,"" ""A depiction of young Dionysos kneeling towards the right, clutching a cluster of grapes in his right hand.""";"""Three-quarter profile of a bearded figure facing right, adorned with a triple-crested helmet."",""A depiction of a young Dionysos kneeling towards the right, holding a cluster of grapes in his right hand.""";"""Triple-crested helmet featuring a bearded figure's face turned three quarters to the right."", ""A youthful Dionysos situated on his right knee, holding a cluster of grapes in his right hand.""";"""Three-quarter profile of a bearded figure to the right, adorned with a triple-feathered helmet,"" ""A young Dionysos situated on his right knee, clutching a cluster of grapes in his right hand.""";"""Triple-crested helmet featuring a bearded face angled three-quarters to the right"", ""An image of a young Dionysos kneeling towards the right, holding a cluster of grapes in his right hand.""";"""Right-facing bearded figure with triple-crested helm,"" ""Right-kneeling infant Dionysos, with a bunch of grapes in the right hand."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\51;CN_type_51_BNF_1371_cn_coin_8071_o_merged.jpg;51;57;"Head of bearded Heracles, right, wearing lion skin. Border of dots."",""Cock standing right, holding worm in beak in dotted square within incuse square.";"""Portrait of bearded Heracles, facing right, adorned in lion's pelt. A boundary marked by a series of dots."" ""A rooster facing right, carrying a worm in its beak, encased within a dotted square inside an indented square.""";"""Portrait of a whiskered Heracles on the front, donned in a lion skin, surrounded by a dotted border. The reverse side features a rooster facing to the right, grasping a worm in its beak, all of which is inside a dotted square within a sunken square.""";"""Portrait of whiskered Heracles on the obverse, depicted to the right, donned in a lion's pelt. Surrounded by a dotted circumference."",""A rooster in an upright stance to the right, clutching a worm in its beak, positioned in a dotted square nestled within an indented square.""";"""Profile of a stubble-faced Hercules, towards the right, adorned in lion's pelt. A dotted boundary surrounds him.,"" ""A rooster positioned to the right, grasping a worm in its beak, enclosed within a dotted square that's set into a larger square depression.""";"""Facial representation of bearded Heracles on the right, adorned in lion skin, surrounded by a dotted border. A rooster standing towards the right, clutching a worm in its mouth, framed in a dotted box situated within a carved-out square.""";"""Profile of hairy Heracles sporting a lion skin, facing right, enclosed within a dotted boundary. A rooster standing to the right, clutching a worm in its beak, situated within a dotted square inside a recessed square.""";"""Depiction of a bearded Heracles with a lion skin headgear, facing to the right, encircled by a border of dots."", ""A rooster standing to the right, clutching a worm in its beak, situated in a dotted square inside a larger, sunken square.""";"""Bearded depiction of Heracles with a lion skin cap, encircled by a line of dots. In the square incuse border, there's a rooster in right profile with a worm in its beak, enclosed within a dotted square.""";"""Face of a bearded Heracles, oriented to the right, donned in a lion's skin, surrounded by a dotted boundary. A rooster is depicted standing to the right, carrying a worm within its beak, positioned inside a dotted square enclosed in a recessed square.""";"""Portrait of Herculean figure with beard on the right, adorned with a lion's pelt. Frame is dotted."",""Rooster positioned to the right, grasping a worm in its beak, situated inside a dotted square embedded within an indented square."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\5217;CN_type_5217_BNF_F 9164_cn_coin_12239_o_merged.jpg;5217;58;"Jugate heads of Rhoemetalces I. and Pythodoris, right."",""Bare head of Augustus, right.";"""Conjoined portraits of Rhoemetalces I and Pythodoris, facing right."" ""Unadorned profile of Augustus, facing right.""";"""Conjoined profiles of Rhoemetalces I and Pythodoris, oriented to the right. Uncovered head of Augustus, also facing right.""";"""Conjoined profiles of Rhoemetalces I. and Pythodoris, facing right. A devoid of hair image of Augustus, also facing right.""";"""Conjoined portraits of Rhoemetalces I and Pythodoris, facing right. Uncovered head of Augustus, facing right.""";"""Conjoined portraits of Rhoemetalces I. and Pythodoris, facing right."",""Uncovered head of Augustus, positioned right.""";"""Conjoined heads of Rhoemetalces I. and Pythodoris, facing right. Uncovered head of Augustus, also facing right.""";"""Conjoint portraits of Rhoemetalces I. and Pythodoris, facing right."", ""Uncovered head of Augustus, oriented to the right.""";"""Conjoined portraits of Rhoemetalces I and Pythodoris, facing right."", ""Unadorned head of Augustus, oriented to the right.""";"""Conjoined portraits of Rhoemetalces I and Pythodoris, facing right. An unadorned depiction of Augustus also facing right.""";"""Conjoined heads of Rhoemetalces I and Pythodoris, facing right,"" ""Bare head of Augustus, oriented right."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\5224;CN_type_5224_BNF_Platzhalter_cn_coin_12227_o_merged.jpg;5224;59;"Diademed head of Rhoemetalces I., right."",""Bare head of Augustus, right.";"""Rhoemetalces I. with a diademed head, facing right."" ""Augustus, with an uncovered head, also facing right.""";"""Crowned head of Rhoemetalces I, facing right,"" ""Uncovered head of Augustus, facing right.""";"""Rhoemetalces I. portrayed with a diadem, facing right."",""Augustus depicted bare-headed, facing right.""";"""Crowned representation of Rhoemetalces I, facing right."" ""Uncovered portrait of Augustus, oriented towards the right.""";"""Crowned image of Rhoemetalces I., facing right."",""Unadorned depiction of Augustus, oriented towards the right.""";"""Diadem-adorned head of Rhoemetalces I, facing right."" ""Uncovered head of Augustus, turned right.""";"""Crowned portrait of Rhoemetalces I, facing right. Unadorned profile of Augustus, viewed from the right.""";"""Rhoemetalces I.'s crowned portrait, facing right."", ""Bare-faced image of Augustus, oriented right.""";"""Crowned profile of Rhoemetalces I., facing right,"" ""Uncovered head of Augustus, facing right.""";"""Crowned figure of Rhoemetalces I, oriented to the right.""""Unadorned bust of Augustus, facing right."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\5529;CN_type_5529_BNF_Platzhalter_cn_coin_11123_o_merged.jpg;5529;60;"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar.";"""Right-facing Poseidon's bust donned in taenia on the coin's head."" ""Hermes in the nude is depicted standing to the left, gripping a purse and caduceus with an altar situated at his feet.""";"""Poseidon's head is depicted, facing right, adorned with a taenia. On the opposite side, the nude figure of Hermes can be seen standing to the left, clutching a purse and a caduceus. An altar is positioned at his feet.""";"""Poseidon's profile, donning a taenia, positioned on the right. A bare Hermes stands to the left, clutching a purse and caduceus, with an altar situated at his feet.""";"""Poseidon's bust on the right, adorned with a taenia,"" ""A bare Hermes stands to the left, clutching a purse and a caduceus, with an altar positioned at his feet.""";"""Poseidon's portrait to the right, adorned with a taenia,"" ""A bare Hermes stands to the left, in possession of a purse and a caduceus, with an altar situated at his feet.""";"""Poseidon's head featured on the right, adorned with a taenia."" ""A bare Hermes stands on the left, clutching a purse and caduceus, with an altar positioned at his feet.""";"""Poseidon's profile, adorned with a taenia, facing right and Hermes, in standing posture to the left, unclothed holding a purse and caduceus, with an altar positioned at his feet.""";"""Poseidon's head depicted on the right, adorned with a taenia,"" ""A bare Hermes stands to the left, bearing a purse and caduceus, with an altar at his feet.""";"""Depiction of Poseidon's head, to the right, adorned with a taenia."",""Hermes depicted nude, standing to the left, bearing a purse and caduceus, with an altar located at his feet.""";"""Poseidon's head is portrayed on the right, adorned with a taenia. Meanwhile, a bare Hermes is depicted standing to the left, clutching a purse and caduceus, with an altar positioned at his feet."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\5780;CN_type_5780_BNF_Platzhalter_cn_coin_10926_o_merged.jpg;5780;61;"Griffin leaping left."",""Three ears of corn, within linear square.";"""Left-bound Griffin,"" ""Trio of corn ears enclosed in a geometric square.""";"""Leftward leaping Griffin,"" ""A trio of corn ears, encircled by a linear square.""";"""Leftward-bound griffin"", ""Trio of grain stalks encased in a geometric square.""";"""Leftward jumping griffin,"" ""Trio of corn ears enclosed in a geometric square.""";"""Leftward-jumping griffin."",""Trio of corn ears, enclosed within a square outline.""";"""Left-jumping griffin"",""Linear square enclosing three stalks of grain.""";"""A Griffin jumping towards the left"", ""Three stalks of grain, enclosed within a geometric square.""";"""A leftward leaping Griffin,"" ""Three stalks of grain, enclosed within a linear square.""";"""Left-facing Griffin in mid-leap,"" ""Trio of corn stalks encased in a geometric square.""";"""Left-leaping Griffin,"" ""Linear square containing three corn ears."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\5859;CN_type_5859_cn_coin_1371_p_merged.jpg;5859;62;"Bull standing left on dolphin, left, raising right forehoof. Border of dots."",""Incuse square of mill-sail pattern, roughened or dotted ground.";"""This coin features a bull, positioned to the left over a dolphin, lifting its right front hoof. It is surrounded by a dotted outline. On the reverse, it has a unique rough or dotted base with a mill-sail pattern embedded in a squared incuse surface.""";"""Bull positioned on the left over a dolphin, elevating its right front hoof, surrounded by a dotted boundary."" ""A milled-cross square with a textured or dotted base surface, presented in a depressed format.""";"""Dolphin under a bull standing towards the left who lifts its right hoof, encompassed by a dotted border."" , ""Deep-set square with sail-mill design, featuring a granulated or dotted base.""";"""Dolphin supporting a bull standing to the left, with right forehoof elevated. Enclosed by a dotted outline."" ""Square with mill-sail pattern in incuse, featuring a textured or dotted surface.""";"""A dolphin supports a bull that is standing to the left, lifting its right foreleg. The border is embellished with a series of dots."" ""An incuse square featuring a pattern resembling a windmill's sail is present, with background texture marked by stippling or dotted details.""";"""A bull is depicted on the left, poised on a dolphin with its right forehoof elevated. The boundary is characterized by a series of dots."" ""An incuse square featuring a pattern resembling a mill-sail, set against a textured or dotted backdrop.""";"""Dolphin bearing a bull on the left, which lifts its right foreleg. Edge adorned with dotted design."",""Square pattern with a granulated or spotted surface mimicking a mill-sail in incuse.""";"""A bull stands to the left upon a dolphin, hoisting its right forehoof, surrounded by a dotted border. An incuse square bearing the design of a mill-sail, set against a textured or dotted background.""";"A dolphin carries a bull, positioned to the left, lifting its right foreleg. Dot-like pattern on the border. "",""The pattern of a mill-sail is captured to an incuse square, set against a ground with texturized or dotted aspect.""";"""Dolphin bearing a bull on the left who's lifting its right foreleg, encircled by a dotted outline. An incuse square featuring a windmill pattern with a rugged or spotted base."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\5951;CN_type_5951_BNF_317_cn_coin_1418_o_merged.jpg;5951;63;"Bull standing left on dolphin, left, raising right forehoof below, trident."",""Incuse square of mill-sail pattern with dotted surface.";"""A bovine standing to the left atop a dolphin with its right forehoof elevated underneath a trident.""""A recessed square showcasing a windmill-blade design peppered with a dotted texture.""";"""A bull stands atop a dolphin to the left, with its right forehoof lifted, accompanied by a trident below it. An incuse square featuring a mill-sail pattern and dotted texture.""";"""This coin features an illustration of a bull standing on a dolphin to the left, its right forehoof raised, beneath it, a trident. It also has a design of an indented square with a dotted surface, appearing in a pattern reminiscent of a mill-sail.""";"""A dolphin bearing a bull on its left side which lifts its right forefoot, beneath there is a trident"", ""A squared imprint featuring a dotted mill-sail pattern is visibile"".";"""Dolphin supporting standing bull on the left, raising its right foreleg, with a trident beneath."" ""Mill-sail pattern within an incuse square, adorned with a dotted texture.""";"""This coin features a bull poised on a dolphin to the left, with its right forehoof elevated, underneath it, there's a trident. Its opposite side bears an incuse square of a mill-sail design, textured with small dots.""";"""A dolphin supports a bull positioned to the left, elevating its right front hoof  adjacent to it lies a trident. Complementing this, a recessed or incuse square features a mill-sail design, adorned by a dotted surface.""";"""A bovine figure perched on a dolphin to the left, lifting its right hoof beneath a trident."",""A mill-sail style incuse square with a dotted texture.""";"""Dolphin supporting a bull on the left, who lifts its right forehoof, below which there is a trident. An inset square features a dotted surface with a pattern resembling a mill sail.""";"""Dolphin under a bull, the bull is positioned to the left, lifting its right hoof, trident beneath it"", ""An indented square featuring a windmill-like pattern with a dot-filled surface."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\6007;CN_type_6007_cn_coin_1433_p_merged.jpg;6007;64;"Bull standing left on dolphin, left, raising right forehoof. Border of dots."",""Ornated trident head between two dolphins swimming upwards.";"""Dolphin supporting a bull, oriented to the left, elevating its right frontal hoof. Circumference embellished with tiny dots."" ""Decorative trident peak surrounded by a pair of dolphins, both ascending.""";"""Dolphin supporting a bull on its left, who lifts its foreleg rightward. A surrounding ring of tiny circles."",""An embellished trident's head is situated between two dolphins that swim in an upward direction.""";"""Dolphin supporting a bull positioned to the left, with its right forehoof elevated. Encircling dot detail."" ""Embellished trident head situated between pair of dolphins propelling upwards.""";"""Dolphin carrying a bull on its left, with the bull lifting its right front hoof. Surrounded by a dotted border."" ""An elaborately designed trident head is situated between two dolphins ascending upwards.""";"""Dolphin supporting a bull on the left, which is elevating its right forehoof, surrounded by a dotted border. Two dolphins swimming upwards, flanking an embellished trident head.""";"""A bull perched on a dolphin to the left, its right forehoof in an uplifted position encircled by a dotted border. Featured between two upward-swimming dolphins is an elegantly decorated trident head.""";"""On the left, a bull is depicted standing atop a dolphin, with its right forehoof elevated. Encircling the image, there's a dotted border. Further, it features an ornately decorated trident head, flanked by two dolphins ascending on either side.""";"""Dolphin beneath a bull, who stands to the left, lifting its right front hoof, surrounded by a dotted border. Decorative prongs of a trident are positioned between two upward swimming dolphins.""";"""Dolphin beneath a bull in left profile, which is elevating its right foreleg. A dotted border surrounds it."", ""A decorated trident's tip is positioned between two ascending dolphins.""";"""A dolphin accents a bull, positioned to the left, as it lifts its right forehoof. The picture is encircled by a dotted boundary. A decorative trident tip is nestled between two dolphins moving towards the surface."""
